dataset_source,category_id,category_name,length_cm,width_cm,height_cm,typical_len_cm,min_len_cm,max_len_cm,source_reference,image_path
ABO Dataset,B074J6J9P6,"365 Everyday Value, Dressing Ranch Organic, 16 Fl Oz",4.78,10.16,21.44,21.44,21.01,21.87,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/71/71b30f71.jpg
ABO Dataset,B082Q1QBSK,"AmazonCommercial Desk Clamp Power Station, 6 AC Outlets, 108",13.51,6.91,13.21,13.51,13.24,13.78,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/91/91b42341.jpg
ABO Dataset,B07FCRBWJB,"AmazonBasics Beach Sun Umbrella, Yellow Striped",213.36,122.94,213.36,213.36,209.09,217.63,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b2/b256b5ec.jpg
ABO Dataset,B07NR26B9R,"365 Everyday Value, Dark Chocolate Mini Almond Butter Cups,",5.08,14.48,19.05,19.05,18.67,19.43,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9f/9f8fc4a2.jpg
ABO Dataset,B089ZD9QQR,"AmazonBasics Mini DVD Player with Text-to-Speech Technology,",25.65,6.86,25.4,25.65,25.14,26.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B01MS9NV77,"AmazonBasics 3/8 Inch Kitchen Inset Cabinet Door Hinge, Self",7.01,5.49,2.67,7.01,6.87,7.15,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c9/c9702a10.jpg
ABO Dataset,B078SS8D81,"Amazon Elements Grass-Fed 100% Whey Protein Isolate Powder,",15.21,15.21,25.4,25.4,24.89,25.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2f/2f844322.jpg
ABO Dataset,B07RFXD55D,AmazonBasics Microfibre Bed Sheet,27.99,24.51,3.99,27.99,27.43,28.55,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5d/5dadce8c.jpg
ABO Dataset,B086QGWD28,"AmazonBasics Ruled Color Index Cards, 3"" x 5"", 1,000 Cards",15.24,12.7,10.16,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/79/79fe1002.jpg
ABO Dataset,B074H6M4M4,"365 Everyday Value, Organic Almondmilk Unsweetened, 64 fl oz",10.54,10.54,24.13,24.13,23.65,24.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c5/c5252982.jpg
ABO Dataset,B07P5ZBPGH,Amazon Brand - Solimo Plastic Cutting/Chopping Board,1.0,34.0,22.0,34.0,33.32,34.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/83/83c81039.jpg
ABO Dataset,B07ZDQ32MQ,"AmazonBasics Putty Slime 4"" Tin, Glow-in-The-Dark Hypercolor",11.18,11.18,3.81,11.18,10.96,11.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/51/510a840e.jpg
ABO Dataset,B07MQD2181,Amazon Brand – Ravenna Home Chic Vegan Leather Storage Ottom,51.56,128.02,55.88,128.02,125.46,130.58,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/23/2345e4ed.jpg
ABO Dataset,B07SZ8MFGG,"AmazonBasics Slim Case for iPhone Xs Max, Black (Renewed)",22.23,1.27,11.76,22.23,21.79,22.67,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/56/5627c2fe.jpg
ABO Dataset,B07HK86P81,Amazon Brand – Stone & Beam Wire Cylinder Cage Ceiling Penda,21.29,38.1,42.88,42.88,42.02,43.74,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/57/578911c1.jpg
ABO Dataset,B07D2Q4CY7,"AmazonBasics College Ruled Loose Leaf Filler Paper, 200 Shee",21.6,28.0,1.6,28.0,27.44,28.56,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/35b4678b.jpg
ABO Dataset,B01E0CAP9Y,"AmazonBasics Strap-On Wedge Saddle Bag for Cycling, Medium",15.24,11.43,15.24,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d3/d3a1659f.jpg
ABO Dataset,B082L64HKW,AmazonBasics Wireless Speaker Wall Mount for Sonos Play,10.01,6.6,11.79,11.79,11.55,12.03,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e6/e6718036.jpg
ABO Dataset,B071G5KNXK,"Amazonbasics Stainless Steel Pressure Cooker, 4 L",25.2,43.99,16.51,43.99,43.11,44.87,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/69/69465965.jpg
ABO Dataset,B07K4FPL6J,"AmazonBasics Anti-Scratch Safety Glasses, UV-Resistant, Smok",15.88,4.6,16.51,16.51,16.18,16.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/de/de0231cb.jpg
ABO Dataset,B07NVF329J,"Amazon Brand - Solimo Coffee Syrup, French Vanilla Flavor, 1",5.56,5.56,22.23,22.23,21.79,22.67,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1e/1e7e55bc.jpg
ABO Dataset,B07TGD4BKR,"AmazonBasics Fine Motor Case Pack, Hammer Peg, Stacking Ring",49.12,36.63,28.78,49.12,48.14,50.1,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/88/8818c5e3.jpg
ABO Dataset,B072KDGQJD,Amazon Brand - Solimo 200-Watt Hand Mixer,18.5,8.5,27.0,27.0,26.46,27.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/73/730db0bf.jpg
ABO Dataset,B0749RNYJ6,AmazonBasics Blackout Rollo Blind with Matched Colour Coatin,69.85,3.05,3.05,69.85,68.45,71.25,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/33/33bed00b.jpg
ABO Dataset,B08989DBZQ,AmazonBasics 5-Piece Set Tritan Pitcher with Nesting Cups,11.11,13.02,27.94,27.94,27.38,28.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/23/239588a0.jpg
ABO Dataset,B07SY34LPN,Amazon Brand - Alkove Triple Foam Dual Side Mattress with Ac,190.0,140.0,23.0,190.0,186.2,193.8,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/54/54325555.jpg
ABO Dataset,B0821YZCLR,"Amazon Brand - Happy Belly Multigrain Sandwich Bread, 24 Oun",20.96,13.34,10.79,20.96,20.54,21.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1c/1c13b165.jpg
ABO Dataset,B07T5V9PJ6,AmazonBasics MMA Gloves S/M,22.0,11.99,5.0,22.0,21.56,22.44,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2d/2dd125e3.jpg
ABO Dataset,B07PHNNWPX,AmazonBasics DECT Home Telephone Twin Set Black,18.0,8.0,15.01,18.0,17.64,18.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3b/3beb9deb.jpg
ABO Dataset,B07HCN9LRV,[Find] Amazon Collection Platinum Plated Sterling Silver Cle,8.99,7.39,3.81,8.99,8.81,9.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/34/34069762.jpg
ABO Dataset,B074H61RGC,"Engine 2, Organic Rip's Power-Up Bowl, Original Hot Cereal,",3.81,18.01,21.49,21.49,21.06,21.92,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f1/f160cb55.jpg
ABO Dataset,B078J1GVJH,"Whole Foods Organic Carrots Chips, 16 oz (us)",5.97,19.05,21.59,21.59,21.16,22.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b5/b5364997.jpg
ABO Dataset,B0719BRVGV,"AmazonBasics Softside Trolley Luggage - 29-inch, Navy Blue",44.5,32.99,78.51,78.51,76.94,80.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4f/4fb2a314.jpg
ABO Dataset,B07XQPJQ7M,"AmazonCommercial Dishwashing Detergent, 1-Gallon, 4-Pack",15.49,15.49,29.66,29.66,29.07,30.25,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b7/b774bf1b.jpg
ABO Dataset,B07QPW6LML,"Amazon Brand - Solimo Sheer Face Sunscreen SPF 30, 3.0 Fluid",3.48,5.69,15.04,15.04,14.74,15.34,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/90/90e29cd3.jpg
ABO Dataset,B073DC31R5,"AmazonBasics Vacuum Sealer, 30 cm Seam + 10 Vacuum Bags, Bla",38.0,15.19,5.89,38.0,37.24,38.76,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f9/f9151935.jpg
ABO Dataset,B07GFGJPNQ,AmazonBasics Over-Ear Studio Monitor Headphones - Black,20.02,9.6,18.01,20.02,19.62,20.42,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/61/61019b6d.jpg
ABO Dataset,B07W1W715Y,AmazonBasics Extra Large Portable Folding Camping Grill Grat,102.11,45.97,23.62,102.11,100.07,104.15,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/84/845be5c7.jpg
ABO Dataset,B07TTCS792,"AmazonBasics Hanging Closet Shelf - 6-Tier, Canvas",30.48,5.08,30.48,30.48,29.87,31.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d2/d2613ad5.jpg
ABO Dataset,B07Y91NTL5,Amazon Brand - Solimo Multi Pro All-in-one Toothbrush (Pack,23.0,1.2,8.2,23.0,22.54,23.46,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/95/956e3851.jpg
ABO Dataset,B07NWWB1Q9,Amazon Brand - Revly 100% Grass-Fed Whey Protein Isolate Pow,20.32,20.32,26.27,26.27,25.74,26.8,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b7/b7db4da3.jpg
ABO Dataset,B00M77HMU0,AmazonBasics USB 3.0 to 10/100/1000 Gigabit Ethernet Interne,17.88,1.6,2.39,17.88,17.52,18.24,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a2/a2575d60.jpg
ABO Dataset,B07GJK268K,"AmazonBasics Stainless Steel Dinner Knife with Pearled Edge,",25.4,14.22,1.52,25.4,24.89,25.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/04/04718c18.jpg
ABO Dataset,B08624S3QS,"UMI. by Amazon Metal Wine Rack Free Standing, 2 Tier 6 Bottl",34.5,18.0,13.5,34.5,33.81,35.19,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/30/30bdbc73.jpg
ABO Dataset,B08HCDD7HS,AmazonBasics Amplified Indoor/Outdoor TV Antenna - 60 Mile R,49.5,30.1,6.81,49.5,48.51,50.49,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d6/d675cc79.jpg
ABO Dataset,B08HG9VJWD,"AmazonBasics 12-Sheet Cross-Cut Paper, Junk Mail, CD, and Cr",25.2,33.5,29.9,33.5,32.83,34.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ca/ca4af4e1.jpg
ABO Dataset,B07QVLC2QM,"Amazon Basic Care Hair Regrowth Treatment For Women, Minoxid",5.77,17.14,16.76,17.14,16.8,17.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/72/72d4e5fb.jpg
ABO Dataset,B07C3N6BKX,"AmazonBasics - Upright Vacuum Cleaner with Bag, New Version,",42.93,23.88,30.99,42.93,42.07,43.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b6/b64a5473.jpg
ABO Dataset,B07DZVX96B,"AmazonBasics Cat Litter Box, Open Top",49.0,23.9,39.6,49.0,48.02,49.98,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/69/699148d2.jpg
ABO Dataset,B079YG4TYM,"AmazonBasics Outdoor TV Cover 40"" - 42""",106.68,67.31,11.43,106.68,104.55,108.81,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fc/fc298dc3.jpg
ABO Dataset,B082J6Y3GQ,"Eono by Amazon - 32"" HD Smart TV with Prime Video",71.88,45.47,16.51,71.88,70.44,73.32,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f7/f7a00df7.jpg
ABO Dataset,B082J6HXXN,Amazon Eono 43 Inch HD Smart TV with Prime Video,95.63,59.69,20.42,95.63,93.72,97.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/6f/6f510cb1.jpg
ABO Dataset,B07TCQLF6G,AmazonBasics Mic On-Camera with Shock Mount,9.65,3.05,4.32,9.65,9.46,9.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/25/2579502e.jpg
ABO Dataset,B06WLNVV8G,Amazon Brand - find. Women's Ankle Boots Contrast Vamp Quart,4.4,11.7,9.5,11.7,11.47,11.93,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a5/a52d33a7.jpg
ABO Dataset,B084RSXPPM,Dietz & Watson Originals No Antibiotics Ever Maple Honey Ham,5.08,7.62,10.16,10.16,9.96,10.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c9/c90e544d.jpg
ABO Dataset,B084HYTBML,"AmazonBasics Wide Ruled Wirebound Notebook, 70-Sheet, Assort",26.67,3.3,22.61,26.67,26.14,27.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B0784CLWZS,Redcat Racing Everest Gen7 Pro 1/10 4WD RTR Scale Rock Crawl,28.7,24.13,52.07,52.07,51.03,53.11,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/59/59531705.jpg
ABO Dataset,B07QPSNDLW,AmazonBasics Battery Charger for NI-MH AA/AAA Batteries,16.31,4.19,10.01,16.31,15.98,16.64,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4e/4e2922fd.jpg
ABO Dataset,B002VPE1NY,AmazonBasics Leather Case with Swivel Clip for BlackBerry Cu,10.69,6.5,2.21,10.69,10.48,10.9,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4c/4c666837.jpg
ABO Dataset,B082MY2MX3,"AmazonBasics 3 Speed Air Circulator, 7-Inch",27.3,15.49,27.69,27.69,27.14,28.24,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/af/af97c244.jpg
ABO Dataset,B07XP235TK,"AmazonFresh 12 Ct. K-Cups, Hazelnut Flavored Medium Roast, K",14.59,9.54,9.49,14.59,14.3,14.88,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4f/4f2afd4e.jpg
ABO Dataset,B07FKRSMXS,Amazon Brand - Solimo Multi Purpose Foldable Laptop Table /,54.0,4.0,22.3,54.0,52.92,55.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/63/6374051d.jpg
ABO Dataset,B07DD45PSL,"AmazonBasics Aluminium Venetian Blind, 50 x 130 cm - Cream",49.78,5.33,4.57,49.78,48.78,50.78,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/80/80ced8c8.jpg
ABO Dataset,B073GC43QZ,"Amazon Brand – Rivet Martin Modern Storage Bench, 39""W, Scop",99.06,48.26,48.26,99.06,97.08,101.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c3/c372ed49.jpg
ABO Dataset,B0749N2W68,AmazonBasics Elevated Air Mattress with Built In Electric Pu,191.01,97.0,46.0,191.01,187.19,194.83,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/26/26480d40.jpg
ABO Dataset,B07ML7JSH1,Amazon Brand – Ravenna Home Classic Paisley Throw Pillow - 1,43.18,43.18,13.97,43.18,42.32,44.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/59/595ab495.jpg
ABO Dataset,B07SV4485R,AmazonBasics Combination Wrench Set - 9-Piece,35.0,27.99,2.31,35.0,34.3,35.7,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9f/9fddda6d.jpg
ABO Dataset,B07QGWM35P,"Amazon Brand – Stone & Beam Mid-Century Counter Stool, 37.5""",63.5,53.34,93.98,93.98,92.1,95.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/26/26d14b19.jpg
ABO Dataset,B0787G1YFH,AmazonBasics Fixed Gaming Mouse Pad with LED Light Effects,35.31,25.4,1.22,35.31,34.6,36.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/06/06662485.jpg
ABO Dataset,B07TYKPRKR,AmazonBasics Linesman & Fencing Pliers Set - 2-Piece,27.0,9.5,3.51,27.0,26.46,27.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/99/9970943e.jpg
ABO Dataset,B073ZRS74L,"AmazonBasics - Glass container for food, with lid, 10-piece",50.55,39.12,16.0,50.55,49.54,51.56,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a3/a342c16f.jpg
ABO Dataset,B07MJKKS5T,AmazonBasics Dynamic Vocal Microphone - Super Cardioid,17.78,5.08,5.08,17.78,17.42,18.14,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e7/e776e073.jpg
ABO Dataset,B07NSQNZZR,"365 Everyday Value, Organic Chipotle Roasted Salsa, 16 Oz",8.51,8.51,10.79,10.79,10.57,11.01,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1e/1edccbc1.jpg
ABO Dataset,B07TVHLY4C,AmazonBasics All-Metal Optical Glass Lenses Cordless LED Stu,19.99,30.0,13.0,30.0,29.4,30.6,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fb/fb57525e.jpg
ABO Dataset,B07W81PFD3,AmazonBasics Wooden Jewelry/Watch Box with Glass Top - 2-Dra,37.77,22.53,13.34,37.77,37.01,38.53,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/58/58e8fa30.jpg
ABO Dataset,B07CTRMB4Y,AmazonBasics sticky notes 200 x 149 mm - Assorted Colors - 4,19.99,14.91,1.8,19.99,19.59,20.39,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/eb/eb103102.jpg
ABO Dataset,B07TV743XG,"AmazonBasics LED Holiday Light, Decorative Motif for Christm",4.7,60.96,70.61,70.61,69.2,72.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3d/3de33465.jpg
ABO Dataset,B078J8VJHZ,Amazon Brand - Solimo XL Bean Bag Cover (Orange with Blue Pi,107.0,107.0,99.0,107.0,104.86,109.14,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f9/f9a42c16.jpg
ABO Dataset,B00GR3SHO0,"'Strathw Handles Weather-Proof Polyrattan Sun Lounger, dark",197.1,71.88,91.95,197.1,193.16,201.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cd/cd5f6d17.jpg
ABO Dataset,B073HG8M86,AmazonBasics USB 3.0 Universal Laptop Docking Station,19.0,3.81,7.8,19.0,18.62,19.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d4/d446c896.jpg
ABO Dataset,B075QFCZ1Z,Amazon Brand – Rivet Modern Nailhead Upholstered Storage Ben,45.72,147.32,45.72,147.32,144.37,150.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/70/70dff8df.jpg
ABO Dataset,B015X2NHOK,AmazonBasics Tools 4-Piece Pliers Set,22.48,7.01,8.76,22.48,22.03,22.93,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/42/4269d3b4.jpg
ABO Dataset,B07C5F98PB,"AmazonBasics High Mileage Motor Oil, Synthetic Blend, 5W-30,",11.11,6.03,22.86,22.86,22.4,23.32,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b5/b56c54a5.jpg
ABO Dataset,B07WMRJ15D,"Amazon Basics Step Stool - 3-Step, Sturdy Steel and Wide Ped",48.49,67.56,111.0,111.0,108.78,113.22,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0a/0a4421bd.jpg
ABO Dataset,B079X7ZS77,"AmazonBasics Sticky Notes - 3"" x 3"", Yellow - 12-Pack",7.62,7.62,5.99,7.62,7.47,7.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/6f/6f384d4d.jpg
ABO Dataset,B07G1TBYMV,UMI. Essentials Digital Thermo-Hygrometer Indoor Thermometer,11.0,8.51,2.39,11.0,10.78,11.22,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/93/93b640f7.jpg
ABO Dataset,B0725Z5WJC,AmazonBasics Grip Kit for Nintendo Switch Joy-Con Controller,13.46,3.81,9.4,13.46,13.19,13.73,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/31/31e3bfce.jpg
ABO Dataset,B07TMFBL9W,"AmazonCommercial Soap Dispenser, Wall Mount, 1000 mL - 3-Pac",13.49,9.5,24.0,24.0,23.52,24.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/10/10bad9bb.jpg
ABO Dataset,B07KW6T46W,"Amazon Brand - Happy Belly Almond Butter, 27 Ounce",8.31,8.31,14.73,14.73,14.44,15.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/23/2377a0c2.jpg
ABO Dataset,B07QGCB6NC,Amazon Brand - Solimo Pro Advanced Rechargeable Power Toothb,7.95,10.31,24.13,24.13,23.65,24.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e7/e78ba995.jpg
ABO Dataset,B07LCXMHCB,"Amazon Brand - Solimo Lemonade Drink Mix, (6 packets)",6.05,6.05,16.51,16.51,16.18,16.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/90/90408e42.jpg
ABO Dataset,B08HGX1DD8,"AmazonBasics 16:9 Portable Projector Screen - 100 Inch, Whit",238.71,7.01,191.49,238.71,233.94,243.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/83/83b8a1d5.jpg
ABO Dataset,B07FWHFKGW,"365 Everyday Value, Organic Smokehouse Bacon, 8 oz",2.41,25.4,12.45,25.4,24.89,25.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/40/408c8ab8.jpg
ABO Dataset,B084RGHC83,"Fresh Prepared, Mini Cookie Tub, Oatmeal Raisin, 11 Oz",10.16,10.16,12.7,12.7,12.45,12.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/07/07f88c72.jpg
ABO Dataset,B07PC7D1PC,"Amazon Brand - Solimo Potassium 99mg, 240 count",6.37,6.37,12.06,12.06,11.82,12.3,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/64/64087ecd.jpg
ABO Dataset,B07DWMMB24,Umi. by Amazon - Locking Portable Laptop Desk Stand Monitor,29.97,24.89,2.29,29.97,29.37,30.57,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4f/4fc6a5e0.jpg
ABO Dataset,B004P5O8F4,"Strathwood Lounge Deep Seat Furniture Cover, Set of 2",96.52,78.74,73.66,96.52,94.59,98.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1d/1d2abf29.jpg
